Reviewer,Paper name,URL,Conference,Year,DHS funding,Origin,Description,Public?,In IMPACT / PREDICT?,Data link,Research or Industry?,Main Category,Sub Category,Note,citeNum
Muwei,On the Practical Exploitability of Dual EC in TLS Implementations,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/checkoway,USENIX,2014,No,Create Derivative,"So far, we have been able to extract 109 private RSA keys from 428 firmware images and 56 self-signed SSL certificates out of 344 firmware images. In total, we obtained 41 self-signed SSL cer- tificates together with their corresponding private RSA keys. By looking up those certificates in the public ZMap datasets [36], we were able to automatically locate about 35,000 active online devices.",Yes,No,http://firmware.re/usenixsec14,Research,Defender Artifacts,Configurations,,65
Muwei,On the Practical Exploitability of Dual EC in TLS Implementations,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/checkoway,USENIX,2014,No,Create Derivative,We collected in total 847 distinct web server configuration files and the findings were dis- couraging. We found that in more than 81% of the cases the web servers were configured to run as a privileged user,Yes,No,http://firmware.re/usenixsec14,Research,Defender Artifacts,Configurations,,65
Muwei,Exit from Hell? Reducing the Impact of Amplification DDoS Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kuhrer,USENIX,2014,No,Create Derivative,"In total, we find 3,033 de- vices running the Dropbear SSH daemon, particularly employed on embedded devices. We also identify 1,437 MikroTik routers to be forwarding requests specifically to the Google DNS servers. our remote spoofing test has identified more than 2,000 networks that do not use proper egress filtering_暑indicating that it is still a long way to go until we will have a spoofing-free Internet.",No,No,/,Research,Defender Artifacts,Configurations,,71
Muwei,Website-Targeted False Content Injection by Network Operators',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/nakibly,USENIX,2016,No,Create Derivative,Grouping and analyzing injections,No,No,/,Research,Macro-level Internet Characteristics,Adverse Events,,6
Muwei,A Look at Targeted Attacks Through the Lense of an NGO,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/le-blond,USENIX,2014,No,Create Derivative,"The emails contained 209 links and 1,649 attachments",No,No,/,Research,Macro-level Internet Characteristics,Adverse Events,,29
Muwei,Brahmastra: Driving Apps to Test the Security of Third-Party Components,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bhoraskar,USENIX,2014,No,Create Derivative,"we de- termine that 183 out of the 3,633 unique landing pages have the child-safety score below 60",No,No,/,Research,Macro-level Internet Characteristics,Adverse Events,,55
Muwei,Hulk: Eliciting Malicious Behavior in Browser Extensions.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kapravelos,USENIX,2014,No,Create Derivative,"we identified 130 ma- licious and 4,712 suspicious extensions that have up to 5.5 million browser installations",No,No,/,Research,Macro-level Internet Characteristics,Adverse Events,,57
Muwei,In the Compression Hornet乢_暑恄s Nest: A Security Study of Data Compression in Network Services,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/pellegrino,USENIX,2015,No,Create Derivative,review three popular communication protocols and test 19 implementations against highly-compressed protocol messages and find nine vulerabilities,Yes,No,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-0118,Research,Macro-level Internet Characteristics,Applications,,3
Muwei,Brahmastra: Driving Apps to Test the Security of Third-Party Components,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bhoraskar,USENIX,2014,No,Create Derivative,"We collected ads from each of the 220 apps over 5 days, giving us a total collection of 566 unique ads, and 3,633 unique landing pages.",No,No,/,Research,Macro-level Internet Characteristics,Applications,,55
Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Create Derivative,We collected three datasets to capture normal user behav- ior. The first dataset is the 719 users that are part of the SIGCOMM [33] and COSN [24] Facebook groups,Yes,No,https://www.facebook.com/ https://www.facebook.com/groups/sigcomm/,Industry,Macro-level Internet Characteristics,Applications,,79
Muwei,Effective Attacks and Provable Defenses for Website Fingerprinting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang_tao,USENIX,2014,No,Create Derivative,"We selected our list of 5,000 non- monitored pages from Alexa's top 10,000",No,No,/,Research,Macro-level Internet Characteristics,Applications,,85
Muwei,Understanding the Dark Side of Domain Parking,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/alrwais,USENIX,2014,No,Create Derivative,"we implemented a dynamic crawler as a Firefox extension and deployed it to 29 Virtual Machines (VMs). The crawler is designed to simulate a user_蔩s visit to a URL through a browser by rendering its content and running scripts. All such content and HTTP traffic (such as redirections) generated are collected and dumped into a database. In this way, the crawler is able to gather the information produced by execution of dynamic content.",No,No,/,Research,Macro-level Internet Characteristics,Network Traces,,24
Muwei,In the Compression Hornet乢_暑恄s Nest: A Security Study of Data Compression in Network Services,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/pellegrino,USENIX,2015,No,Create Derivative,"Nmap Security Scanner tool, HTTP servers of the first 1000 domains of the Alexa DB",No,No,/,Research,Macro-level Internet Characteristics,Topology,,3
Muwei,SSOScan: Automated Testing of Web Applications for Single Sign-On Vulnerabilities.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zhou,USENIX,2014,No,Create Derivative,"We analyze the click data collected from the top 10,000 sites",No,No,/,Research,Users & Organizations Characteristics,User Activities,,33
Muwei,Privee: An Architecture for Automatically Analyzing Web Privacy Policies.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zimmeck,USENIX,2014,No,Create Derivative,we selected the majority of our policies randomly from the Alexa top 500 websites for the U.S.,No,No,/,Research,Users & Organizations Characteristics,User Offline Characteristics,,40
Muwei,Towards Measuring and Mitigating Social Engineering Software Download Attacks',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/nelms,USENIX,2016,No,Create Primary,collect and reconstruct more than two thousand examples of in-thewild SE download attacks from live network traffic.,No,No,/,Research,Attacker Related,Attacks,,10
Muwei,Measuring the longitudinal evolution of the online anonymous marketplace ecosystem,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-soska.pdf,USENIX,2015,Yes,Create Primary,crawling online anonymous marketplaces,No,No,/,Research,Attacker Related,Cybercrime Infrastructure,,86
Muwei,"Hey, You Have a Problem: On the Feasibility of Large-Scale Web Vulnerability Notification',",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/stock,USENIX,2016,No,Create Primary,"survey existing communication channels and evaluate their usability in an automated notification process. Using a data set of over 44,000 vulnerable Web sites",No,No,/,Research,Attacker Related,Vulnerabilities,,12
Muwei,Static Detection of Second-Order Vulnerabilities in Web Applications,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/dahse,USENIX,2014,No,Create Primary,we detected and reported 159 previ- ously unknown second-order vulnerabilities such as re- mote command execution vulnerabilities in osCommerce and OpenConf,No,No,/,Research,Attacker Related,Vulnerabilities,,28
Muwei,Precise Client-side Protection against DOM-based Cross-Site Scripting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/stock,USENIX,2014,No,Create Primary,"We used the method- ology applied for our previous paper [18] to collect a set of 1,602 unique real-world DOM-based XSS vulner- abilities on 958 domains.",No,No,/,Research,Attacker Related,Vulnerabilities,,29
Muwei,"You乢_暑恄ve Got Vulnerability: Exploring Effective Vulnerability Notifications""",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/li,USENIX,2016,No,Create Primary,monitored vulnerable systems for several weeks to determine their rate of remediation,No,No,/,Research,Defender Artifacts,Configurations,,14
Muwei,Evilcohort: detecting communities of malicious accounts on online services,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-stringhini.pdf,USENIX,2015,Yes,Create Primary,"Our second dataset is composed of login events col- lected from four different OSNs, spanning a period of 8 days.",No,No,/,Industry,Defender Artifacts,Configurations,,19
Muwei,On the Practical Exploitability of Dual EC in TLS Implementations,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/checkoway,USENIX,2014,No,Create Primary,We collected a large dataset of TLS session information from servers listening on port 443 in the IPv4 address space. We executed a ZMap scan [7] of port 443 over the entire IPv4 address space (excluding ZMap_蔩s default blacklist). The ZMap scan netted 38.9 million services responding on port 443.,No,No,/,Research,Defender Artifacts,Configurations,,65
Muwei,A Look at Targeted Attacks Through the Lense of an NGO,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/le-blond,USENIX,2014,No,Create Primary,"The two volunteers shared with us the headers and content of 1,493 suspi- cious emails that they received over a four-year period.",No,No,/,Research,Macro-level Internet Characteristics,Adverse Events,,29
Muwei,"The Long Taile"" of Typosquatting Domain Names.""",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/szurdi,USENIX,2014,No,Create Primary,"We use a web crawler to obtain the rendered DOM of each page, along with any automatic redirections that take place during the page load.",No,No,/,Research,Macro-level Internet Characteristics,Adverse Events,,29
Muwei,Man vs. Machine: Practical Adversarial Detection of Malicious Crowdsourcing Workers.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang,USENIX,2014,No,Create Primary,"We extract records of 20,416 crowdturfing campaigns (1,012,923 tasks) published on confirmed crowdturfing sites over the last 3 years.",No,No,/,Research,Macro-level Internet Characteristics,Adverse Events,,67
Muwei,Harvesting Inconsistent Security Configurations in Custom Android ROMs via Differential Analysis',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/aafer,USENIX,2016,No,Create Primary,"We collected 591 Android ROMs from Samsung Updates [4], other sources [3, 1, 2], and physical devices. These images are customized by 11 vendors, for around 135 models, 45 regions and 8 carriers.",No,No,/,Research,Macro-level Internet Characteristics,Applications,,6
Muwei,Tracing Information Flows Between Ad Exchanges Using Retargeted Ads',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/bashir,USENIX,2016,No,Create Primary,"Crawl to get we collected 571,636 unique images about ads in total",No,No,/,Research,Macro-level Internet Characteristics,Applications,,9
Muwei,An In-Depth Analysis of Disassembly on Full-Scale x86/x64 Binaries',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/bashir,USENIX,2016,No,Create Primary,We explore a wide variety of 981 realistic binaries,No,No,/,Research,Macro-level Internet Characteristics,Applications,,10
Muwei,On the Feasibility of Large-Scale Infections of iOS Devices.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang_tielei,USENIX,2014,Yes,Create Primary,We utilized technology provided by Damballa to collect HTTP headers related to iOS and Windows iTunes. we collected the request and correspond- ing response headers.,No,No,/,Research,Macro-level Internet Characteristics,Applications,,11
Muwei,On Demystifying the Android Application Framework: Re-Visiting Android Permission Specification Analysis',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/backes_android,USENIX,2016,No,Create Primary,collect complexity information about the application framework,Yes,No,http://www.axplorer.org,Research,Macro-level Internet Characteristics,Applications,,13
Muwei,Internet Jones and the Raiders of the Lost Trackers: An Archaeological Study of Web Tracking from 1996 to 2016',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/lerner,USENIX,2016,No,Create Primary,"collects tracking- relevant data, such as third-party requests, cookies, and the use of certain JavaScript APIs",No,No,/,Research,Macro-level Internet Characteristics,Applications,,21
Muwei,Targeted Threat Index: Characterizing and Quantifying Politically-Motivated Targeted Malware.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/hardy,USENIX,2014,No,Create Primary,"The e-mails examined in this study span over four years, from October 14, 2009 to December 31, 2013. Data col- lection began on November 28, 2011, but China Group 3 and Tibet Group 1 forwarded us their pre-existing archives of suspicious emails, resulting in e-mail sam- ples dating back to October 14, 2009. In total, we re- ceived 817 e-mails from the 10 groups participating in our study.",No,No,/,Research,Macro-level Internet Characteristics,Applications,,26
Muwei,ByteWeight: Learning to Recognize Functions in Binary Code,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bao,USENIX,2014,No,Create Primary,"our data set consisted of 2,064 binaries in total. The data set contained programs from coreutils,binutils, andfindutilscompiled with bothgcc4.7.2 andicc14.0.1.",No,No,/,Research,Macro-level Internet Characteristics,Applications,evaluation,41
